state,candidate,party,votes
Vermont,Trump,REP,755
Vermont,Jorgensen,LIB,19
Vermont,Hawkins,GRN,11
Vermont,Kanye West,IND,7
Vermont,Blankenship,CST,3
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,892
Vermont,Trump,REP,831
Vermont,Jorgensen,LIB,21
Vermont,Hawkins,GRN,5
Vermont,Kanye West,IND,5
Vermont,Blankenship,CST,2
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,534
Vermont,Trump,REP,392
Vermont,Jorgensen,LIB,12
Vermont,Hawkins,GRN,5
Vermont,Blankenship,CST,1
Vermont,Kanye West,IND,1
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,1234
Vermont,Trump,REP,235
Vermont,Hawkins,GRN,11
Vermont,Jorgensen,LIB,8
Vermont,Riva,PSL,2
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,0
Vermont,Kanye West,IND,0
Vermont,Biden,DEM,1662
Vermont,Trump,REP,792
Vermont,Jorgensen,LIB,23
Vermont,Kanye West,IND,17
Vermont,Hawkins,GRN,11
Vermont,Blankenship,CST,2
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,312
Vermont,Trump,REP,120
Vermont,Jorgensen,LIB,6
Vermont,Hawkins,GRN,2
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Kanye West,IND,0
Vermont,Trump,REP,212
Vermont,Biden,DEM,203
Vermont,Jorgensen,LIB,5
Vermont,Hawkins,GRN,1
Vermont,Kanye West,IND,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Trump,REP,478
Vermont,Biden,DEM,434
Vermont,Jorgensen,LIB,8
Vermont,Kanye West,IND,4
Vermont,Blankenship,CST,1
Vermont,Hawkins,GRN,1
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,4369
Vermont,Trump,REP,2473
Vermont,Jorgensen,LIB,63
Vermont,Hawkins,GRN,35
Vermont,Kanye West,IND,31
Vermont,Blankenship,CST,3
Vermont,Riva,PSL,3
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,2287
Vermont,Trump,REP,572
Vermont,Jorgensen,LIB,31
Vermont,Kanye West,IND,11
Vermont,Blankenship,CST,4
Vermont,Hawkins,GRN,4
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,280
Vermont,Trump,REP,76
Vermont,Jorgensen,LIB,4
Vermont,Hawkins,GRN,3
Vermont,Kanye West,IND,2
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,526
Vermont,Trump,REP,183
Vermont,Jorgensen,LIB,5
Vermont,Hawkins,GRN,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Kanye West,IND,0
Vermont,Biden,DEM,1703
Vermont,Trump,REP,718
Vermont,Jorgensen,LIB,26
Vermont,Hawkins,GRN,20
Vermont,Kanye West,IND,9
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,281
Vermont,Trump,REP,134
Vermont,Jorgensen,LIB,7
Vermont,Hawkins,GRN,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Kanye West,IND,0
Vermont,Biden,DEM,930
Vermont,Trump,REP,492
Vermont,Jorgensen,LIB,17
Vermont,Hawkins,GRN,7
Vermont,Kanye West,IND,4
Vermont,Riva,PSL,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,269
Vermont,Trump,REP,154
Vermont,Jorgensen,LIB,3
Vermont,Hawkins,GRN,1
Vermont,Kanye West,IND,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,4679
Vermont,Trump,REP,3026
Vermont,Jorgensen,LIB,100
Vermont,Kanye West,IND,28
Vermont,Hawkins,GRN,18
Vermont,Riva,PSL,7
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,1
Vermont,Biden,DEM,1365
Vermont,Trump,REP,1038
Vermont,Jorgensen,LIB,28
Vermont,Kanye West,IND,8
Vermont,Blankenship,CST,4
Vermont,Fuente,ALI,0
Vermont,Hawkins,GRN,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,329
Vermont,Trump,REP,298
Vermont,Jorgensen,LIB,4
Vermont,Hawkins,GRN,3
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,1
Vermont,Riva,PSL,0
Vermont,Kanye West,IND,0
Vermont,Trump,REP,305
Vermont,Biden,DEM,258
Vermont,Jorgensen,LIB,5
Vermont,Blankenship,CST,1
Vermont,Hawkins,GRN,1
Vermont,Riva,PSL,1
Vermont,Kanye West,IND,1
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,1947
Vermont,Trump,REP,938
Vermont,Jorgensen,LIB,52
Vermont,Hawkins,GRN,14
Vermont,Kanye West,IND,10
Vermont,Blankenship,CST,3
Vermont,Riva,PSL,2
Vermont,Fuente,ALI,1
Vermont,Biden,DEM,2126
Vermont,Trump,REP,1557
Vermont,Jorgensen,LIB,34
Vermont,Kanye West,IND,10
Vermont,Hawkins,GRN,4
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,1
Vermont,Riva,PSL,0
Vermont,Biden,DEM,310
Vermont,Trump,REP,131
Vermont,Jorgensen,LIB,6
Vermont,Kanye West,IND,2
Vermont,Fuente,ALI,1
Vermont,Blankenship,CST,0
Vermont,Hawkins,GRN,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,2033
Vermont,Trump,REP,1218
Vermont,Jorgensen,LIB,41
Vermont,Kanye West,IND,14
Vermont,Hawkins,GRN,12
Vermont,Blankenship,CST,3
Vermont,Riva,PSL,1
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,393
Vermont,Trump,REP,258
Vermont,Jorgensen,LIB,8
Vermont,Blankenship,CST,1
Vermont,Riva,PSL,1
Vermont,Kanye West,IND,1
Vermont,Fuente,ALI,0
Vermont,Hawkins,GRN,0
Vermont,Biden,DEM,147
Vermont,Trump,REP,96
Vermont,Jorgensen,LIB,4
Vermont,Riva,PSL,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Hawkins,GRN,0
Vermont,Kanye West,IND,0
Vermont,Trump,REP,36
Vermont,Biden,DEM,28
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Hawkins,GRN,0
Vermont,Jorgensen,LIB,0
Vermont,Riva,PSL,0
Vermont,Kanye West,IND,0
Vermont,Biden,DEM,1346
Vermont,Trump,REP,818
Vermont,Jorgensen,LIB,19
Vermont,Kanye West,IND,11
Vermont,Hawkins,GRN,7
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,585
Vermont,Trump,REP,278
Vermont,Jorgensen,LIB,10
Vermont,Hawkins,GRN,7
Vermont,Kanye West,IND,2
Vermont,Riva,PSL,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,197
Vermont,Trump,REP,163
Vermont,Jorgensen,LIB,5
Vermont,Kanye West,IND,2
Vermont,Hawkins,GRN,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Trump,REP,402
Vermont,Biden,DEM,284
Vermont,Jorgensen,LIB,9
Vermont,Kanye West,IND,5
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,0
Vermont,Hawkins,GRN,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,4358
Vermont,Trump,REP,953
Vermont,Jorgensen,LIB,25
Vermont,Kanye West,IND,11
Vermont,Hawkins,GRN,9
Vermont,Riva,PSL,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Trump,REP,533
Vermont,Biden,DEM,435
Vermont,Jorgensen,LIB,21
Vermont,Kanye West,IND,4
Vermont,Hawkins,GRN,2
Vermont,Blankenship,CST,1
Vermont,Riva,PSL,1
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,560
Vermont,Trump,REP,255
Vermont,Jorgensen,LIB,8
Vermont,Hawkins,GRN,4
Vermont,Kanye West,IND,4
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,445
Vermont,Trump,REP,263
Vermont,Jorgensen,LIB,11
Vermont,Hawkins,GRN,6
Vermont,Kanye West,IND,3
Vermont,Blankenship,CST,2
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,395
Vermont,Trump,REP,268
Vermont,Kanye West,IND,5
Vermont,Riva,PSL,2
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Hawkins,GRN,0
Vermont,Jorgensen,LIB,0
Vermont,Biden,DEM,10057
Vermont,Trump,REP,2271
Vermont,Jorgensen,LIB,112
Vermont,Kanye West,IND,45
Vermont,Hawkins,GRN,38
Vermont,Blankenship,CST,3
Vermont,Fuente,ALI,1
Vermont,Riva,PSL,1
Vermont,Biden,DEM,903
Vermont,Trump,REP,376
Vermont,Jorgensen,LIB,13
Vermont,Hawkins,GRN,2
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Kanye West,IND,0
Vermont,Biden,DEM,2581
Vermont,Trump,REP,1768
Vermont,Jorgensen,LIB,45
Vermont,Kanye West,IND,20
Vermont,Hawkins,GRN,19
Vermont,Blankenship,CST,7
Vermont,Riva,PSL,2
Vermont,Fuente,ALI,0
Vermont,Trump,REP,267
Vermont,Biden,DEM,254
Vermont,Jorgensen,LIB,6
Vermont,Hawkins,GRN,2
Vermont,Blankenship,CST,1
Vermont,Kanye West,IND,1
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,82
Vermont,Trump,REP,28
Vermont,Jorgensen,LIB,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Hawkins,GRN,0
Vermont,Riva,PSL,0
Vermont,Kanye West,IND,0
Vermont,Biden,DEM,960
Vermont,Trump,REP,520
Vermont,Jorgensen,LIB,19
Vermont,Kanye West,IND,5
Vermont,Hawkins,GRN,4
Vermont,Fuente,ALI,1
Vermont,Blankenship,CST,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,636
Vermont,Trump,REP,333
Vermont,Jorgensen,LIB,18
Vermont,Kanye West,IND,7
Vermont,Blankenship,CST,3
Vermont,Hawkins,GRN,2
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,341
Vermont,Trump,REP,123
Vermont,Jorgensen,LIB,4
Vermont,Hawkins,GRN,2
Vermont,Kanye West,IND,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,2706
Vermont,Trump,REP,599
Vermont,Jorgensen,LIB,36
Vermont,Kanye West,IND,15
Vermont,Hawkins,GRN,9
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,1
Vermont,Riva,PSL,0
Vermont,Biden,DEM,656
Vermont,Trump,REP,118
Vermont,Jorgensen,LIB,8
Vermont,Hawkins,GRN,3
Vermont,Kanye West,IND,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,119
Vermont,Trump,REP,67
Vermont,Kanye West,IND,2
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Hawkins,GRN,0
Vermont,Jorgensen,LIB,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,252
Vermont,Trump,REP,128
Vermont,Kanye West,IND,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Hawkins,GRN,0
Vermont,Jorgensen,LIB,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,386
Vermont,Trump,REP,240
Vermont,Jorgensen,LIB,15
Vermont,Hawkins,GRN,5
Vermont,Kanye West,IND,3
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Trump,REP,275
Vermont,Biden,DEM,245
Vermont,Jorgensen,LIB,5
Vermont,Hawkins,GRN,2
Vermont,Kanye West,IND,2
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,1566
Vermont,Trump,REP,1546
Vermont,Jorgensen,LIB,38
Vermont,Kanye West,IND,16
Vermont,Hawkins,GRN,4
Vermont,Blankenship,CST,2
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,1448
Vermont,Trump,REP,409
Vermont,Jorgensen,LIB,11
Vermont,Hawkins,GRN,7
Vermont,Kanye West,IND,5
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,728
Vermont,Trump,REP,381
Vermont,Jorgensen,LIB,15
Vermont,Hawkins,GRN,4
Vermont,Kanye West,IND,2
Vermont,Blankenship,CST,1
Vermont,Riva,PSL,1
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,445
Vermont,Trump,REP,379
Vermont,Jorgensen,LIB,15
Vermont,Kanye West,IND,6
Vermont,Hawkins,GRN,2
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,1
Vermont,Riva,PSL,0
Vermont,Biden,DEM,170
Vermont,Trump,REP,163
Vermont,Jorgensen,LIB,4
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,0
Vermont,Hawkins,GRN,0
Vermont,Riva,PSL,0
Vermont,Kanye West,IND,0
Vermont,Trump,REP,356
Vermont,Biden,DEM,273
Vermont,Jorgensen,LIB,4
Vermont,Hawkins,GRN,2
Vermont,Riva,PSL,1
Vermont,Kanye West,IND,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,553
Vermont,Trump,REP,191
Vermont,Jorgensen,LIB,8
Vermont,Hawkins,GRN,1
Vermont,Kanye West,IND,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Trump,REP,394
Vermont,Biden,DEM,370
Vermont,Jorgensen,LIB,17
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,1
Vermont,Hawkins,GRN,1
Vermont,Kanye West,IND,1
Vermont,Riva,PSL,0
Vermont,Biden,DEM,514
Vermont,Trump,REP,314
Vermont,Jorgensen,LIB,6
Vermont,Hawkins,GRN,2
Vermont,Kanye West,IND,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,1633
Vermont,Trump,REP,526
Vermont,Jorgensen,LIB,25
Vermont,Hawkins,GRN,5
Vermont,Kanye West,IND,5
Vermont,Fuente,ALI,4
Vermont,Blankenship,CST,3
Vermont,Riva,PSL,0
Vermont,Biden,DEM,1016
Vermont,Trump,REP,428
Vermont,Jorgensen,LIB,15
Vermont,Hawkins,GRN,5
Vermont,Kanye West,IND,5
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,718
Vermont,Trump,REP,549
Vermont,Jorgensen,LIB,14
Vermont,Hawkins,GRN,4
Vermont,Kanye West,IND,2
Vermont,Blankenship,CST,1
Vermont,Riva,PSL,1
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,264
Vermont,Trump,REP,134
Vermont,Jorgensen,LIB,5
Vermont,Hawkins,GRN,4
Vermont,Riva,PSL,3
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Kanye West,IND,0
Vermont,Trump,REP,36
Vermont,Biden,DEM,17
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Hawkins,GRN,0
Vermont,Jorgensen,LIB,0
Vermont,Riva,PSL,0
Vermont,Kanye West,IND,0
Vermont,Trump,REP,73
Vermont,Biden,DEM,55
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Hawkins,GRN,0
Vermont,Jorgensen,LIB,0
Vermont,Riva,PSL,0
Vermont,Kanye West,IND,0
Vermont,Biden,DEM,1023
Vermont,Trump,REP,200
Vermont,Hawkins,GRN,7
Vermont,Kanye West,IND,4
Vermont,Jorgensen,LIB,3
Vermont,Riva,PSL,2
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,351
Vermont,Trump,REP,207
Vermont,Jorgensen,LIB,4
Vermont,Kanye West,IND,4
Vermont,Riva,PSL,2
Vermont,Hawkins,GRN,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,703
Vermont,Trump,REP,563
Vermont,Jorgensen,LIB,10
Vermont,Kanye West,IND,5
Vermont,Hawkins,GRN,3
Vermont,Blankenship,CST,2
Vermont,Riva,PSL,1
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,216
Vermont,Trump,REP,102
Vermont,Jorgensen,LIB,2
Vermont,Hawkins,GRN,1
Vermont,Kanye West,IND,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,325
Vermont,Trump,REP,159
Vermont,Kanye West,IND,2
Vermont,Hawkins,GRN,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Jorgensen,LIB,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,1039
Vermont,Trump,REP,179
Vermont,Jorgensen,LIB,17
Vermont,Kanye West,IND,4
Vermont,Hawkins,GRN,3
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,306
Vermont,Trump,REP,283
Vermont,Jorgensen,LIB,7
Vermont,Kanye West,IND,2
Vermont,Hawkins,GRN,1
Vermont,Riva,PSL,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,2778
Vermont,Trump,REP,621
Vermont,Jorgensen,LIB,31
Vermont,Kanye West,IND,13
Vermont,Hawkins,GRN,9
Vermont,Blankenship,CST,4
Vermont,Fuente,ALI,1
Vermont,Riva,PSL,0
Vermont,Biden,DEM,421
Vermont,Trump,REP,387
Vermont,Jorgensen,LIB,8
Vermont,Kanye West,IND,2
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,0
Vermont,Hawkins,GRN,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,227
Vermont,Trump,REP,209
Vermont,Jorgensen,LIB,7
Vermont,Kanye West,IND,2
Vermont,Fuente,ALI,1
Vermont,Blankenship,CST,0
Vermont,Hawkins,GRN,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,537
Vermont,Trump,REP,218
Vermont,Jorgensen,LIB,6
Vermont,Riva,PSL,3
Vermont,Hawkins,GRN,1
Vermont,Kanye West,IND,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,1018
Vermont,Trump,REP,725
Vermont,Jorgensen,LIB,16
Vermont,Hawkins,GRN,9
Vermont,Kanye West,IND,4
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Trump,REP,416
Vermont,Biden,DEM,315
Vermont,Hawkins,GRN,3
Vermont,Jorgensen,LIB,3
Vermont,Blankenship,CST,1
Vermont,Kanye West,IND,1
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,219
Vermont,Trump,REP,125
Vermont,Jorgensen,LIB,4
Vermont,Hawkins,GRN,3
Vermont,Kanye West,IND,3
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,190
Vermont,Trump,REP,146
Vermont,Jorgensen,LIB,5
Vermont,Hawkins,GRN,2
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Kanye West,IND,0
Vermont,Biden,DEM,964
Vermont,Trump,REP,413
Vermont,Jorgensen,LIB,19
Vermont,Hawkins,GRN,7
Vermont,Kanye West,IND,7
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,78
Vermont,Trump,REP,70
Vermont,Jorgensen,LIB,1
Vermont,Kanye West,IND,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Hawkins,GRN,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,1303
Vermont,Trump,REP,429
Vermont,Hawkins,GRN,14
Vermont,Jorgensen,LIB,13
Vermont,Kanye West,IND,7
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,126
Vermont,Trump,REP,102
Vermont,Kanye West,IND,3
Vermont,Hawkins,GRN,2
Vermont,Jorgensen,LIB,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,332
Vermont,Trump,REP,114
Vermont,Kanye West,IND,2
Vermont,Hawkins,GRN,1
Vermont,Jorgensen,LIB,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Trump,REP,599
Vermont,Biden,DEM,499
Vermont,Jorgensen,LIB,17
Vermont,Kanye West,IND,5
Vermont,Hawkins,GRN,2
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,893
Vermont,Trump,REP,549
Vermont,Jorgensen,LIB,12
Vermont,Kanye West,IND,9
Vermont,Hawkins,GRN,5
Vermont,Riva,PSL,2
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,618
Vermont,Trump,REP,200
Vermont,Jorgensen,LIB,10
Vermont,Hawkins,GRN,3
Vermont,Riva,PSL,1
Vermont,Kanye West,IND,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,517
Vermont,Trump,REP,78
Vermont,Jorgensen,LIB,5
Vermont,Kanye West,IND,2
Vermont,Hawkins,GRN,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,236
Vermont,Trump,REP,200
Vermont,Jorgensen,LIB,5
Vermont,Kanye West,IND,2
Vermont,Hawkins,GRN,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,124
Vermont,Trump,REP,84
Vermont,Jorgensen,LIB,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Hawkins,GRN,0
Vermont,Riva,PSL,0
Vermont,Kanye West,IND,0
Vermont,Biden,DEM,397
Vermont,Trump,REP,340
Vermont,Jorgensen,LIB,22
Vermont,Hawkins,GRN,2
Vermont,Kanye West,IND,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Trump,REP,923
Vermont,Biden,DEM,858
Vermont,Jorgensen,LIB,32
Vermont,Kanye West,IND,10
Vermont,Hawkins,GRN,3
Vermont,Blankenship,CST,2
Vermont,Riva,PSL,1
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,4961
Vermont,Trump,REP,1699
Vermont,Jorgensen,LIB,60
Vermont,Kanye West,IND,31
Vermont,Hawkins,GRN,23
Vermont,Blankenship,CST,3
Vermont,Riva,PSL,3
Vermont,Fuente,ALI,2
Vermont,Biden,DEM,789
Vermont,Trump,REP,341
Vermont,Jorgensen,LIB,11
Vermont,Kanye West,IND,5
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,0
Vermont,Hawkins,GRN,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,187
Vermont,Trump,REP,83
Vermont,Jorgensen,LIB,2
Vermont,Kanye West,IND,2
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Hawkins,GRN,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,1266
Vermont,Trump,REP,537
Vermont,Jorgensen,LIB,45
Vermont,Kanye West,IND,8
Vermont,Hawkins,GRN,3
Vermont,Blankenship,CST,2
Vermont,Riva,PSL,1
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,434
Vermont,Trump,REP,260
Vermont,Jorgensen,LIB,3
Vermont,Fuente,ALI,1
Vermont,Riva,PSL,1
Vermont,Kanye West,IND,1
Vermont,Blankenship,CST,0
Vermont,Hawkins,GRN,0
Vermont,Biden,DEM,473
Vermont,Trump,REP,182
Vermont,Jorgensen,LIB,5
Vermont,Fuente,ALI,1
Vermont,Riva,PSL,1
Vermont,Blankenship,CST,0
Vermont,Hawkins,GRN,0
Vermont,Kanye West,IND,0
Vermont,Biden,DEM,3005
Vermont,Trump,REP,585
Vermont,Jorgensen,LIB,32
Vermont,Hawkins,GRN,26
Vermont,Kanye West,IND,8
Vermont,Blankenship,CST,2
Vermont,Fuente,ALI,1
Vermont,Riva,PSL,1
Vermont,Biden,DEM,589
Vermont,Trump,REP,306
Vermont,Kanye West,IND,6
Vermont,Jorgensen,LIB,3
Vermont,Hawkins,GRN,2
Vermont,Riva,PSL,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,372
Vermont,Trump,REP,196
Vermont,Jorgensen,LIB,7
Vermont,Hawkins,GRN,3
Vermont,Blankenship,CST,2
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Kanye West,IND,0
Vermont,Trump,REP,96
Vermont,Biden,DEM,95
Vermont,Jorgensen,LIB,4
Vermont,Hawkins,GRN,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Kanye West,IND,0
Vermont,Biden,DEM,1645
Vermont,Trump,REP,402
Vermont,Jorgensen,LIB,18
Vermont,Hawkins,GRN,6
Vermont,Kanye West,IND,4
Vermont,Riva,PSL,3
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,464
Vermont,Trump,REP,125
Vermont,Hawkins,GRN,5
Vermont,Jorgensen,LIB,5
Vermont,Kanye West,IND,3
Vermont,Riva,PSL,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,1213
Vermont,Trump,REP,896
Vermont,Jorgensen,LIB,19
Vermont,Kanye West,IND,11
Vermont,Blankenship,CST,3
Vermont,Hawkins,GRN,3
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,5423
Vermont,Trump,REP,1052
Vermont,Jorgensen,LIB,45
Vermont,Hawkins,GRN,37
Vermont,Riva,PSL,11
Vermont,Kanye West,IND,10
Vermont,Blankenship,CST,3
Vermont,Fuente,ALI,0
Vermont,Biden,DEM,372
Vermont,Trump,REP,212
Vermont,Jorgensen,LIB,5
Vermont,Kanye West,IND,5
Vermont,Hawkins,GRN,2
Vermont,Blankenship,CST,1
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Biden,DEM,392
Vermont,Trump,REP,321
Vermont,Jorgensen,LIB,7
Vermont,Hawkins,GRN,2
Vermont,Kanye West,IND,1
Vermont,Blankenship,CST,0
Vermont,Fuente,ALI,0
Vermont,Riva,PSL,0
Vermont,Trump,REP,342
Vermont,Biden,DEM,258
Vermont,Jorgensen,LIB,7
Vermont,Kanye West,IND,3
Vermont,Hawkins,GRN,2
Vermont,Riva,PSL,1
Vermont,Blankenship,CST,0
